Model,Drug,AUC,iC50,D1_CONC,D5_CONC,perc.iC50
HCI009,PF-02341066,0.076050522,1.79E+43,0.818892045,0.185014205,5005.654547
HCI009,PF-4708671,0.27086997,5.105390367,8.188920455,1.850142045,55.09209098
HCI009,PF-562271,0.099077678,14.92000161,7.701322115,2.337740385,155.4694422
HCI009,PF477736,0.03804577,2.69E+43,1,0.00390625,1903.368801
HCI009,PLX4720,0.09418452,3326791.367,10,0.0390625,201.0846428
HCI009,Paclitaxel,0.006766946,2.69E+43,0.01,3.91E-05,1986.417003
HCI009,RO-3306,0.12406332,8.17384E+13,4.094460227,0.925071023,1303.996486
HCI009,SB 216763,0.045459785,1.79E+43,10,0.0390625,1625.968634
HCI009,SB-505124,0.142514851,3.29E+40,6.541193182,1.843705611,3016.064447
HCI009,SCH772984,0.476585999,0.332504761,0.01953125,5,48.88101491
HCI009,SL 0101-1,0.326794455,1.79E+43,10,0.0390625,1246.882099
HCI009,Sorafenib,0.17711802,2.01516424,4,0.015625,87.63621783
HCI009,TW 37,0.155357777,2.461819968,5,0.01953125,87.22246459
HCI009,Tamoxifen,0.12203365,22801.1004,4.094460227,0.925071023,429.1836434
HCI009,Vinblastine,0.125229254,8.96E+42,0.1,0.000390625,911.1299392
HCI009,Vorinostat,0.305308665,1.754162272,10,0.0390625,66.29831937
HCI009,XAV 939,0.018206595,2.69E+43,5.581430288,1.17563101,6409.580695
HCI009,YK 4-279,0.018648674,1.64117E+18,7.701322115,2.337740385,3446.779809
HCI009,ZM-447439,0.07919254,8.96E+42,3.275568182,0.740056818,3378.17238
HCI010,(5Z)-7-Oxozeaenol,0.313006341,1.682714236,7.701322115,2.337740385,-29.24695591
HCI010,17-AAG,0.466847949,0.077446004,1,0.00390625,53.06547665
HCI010,5-Fluorouracil,0.082184172,4.96E+28,20,0.078125,703.0592257
HCI010,681640,0.104761471,25.72932767,2,0.0078125,145.2655672
HCI010,ABT-263,0.822625041,0.012927406,2,0.0078125,-6.369046704
HCI010,AG-014699,0.158079617,8.347897475,5,0.01953125,108.8845523
HCI010,AICAR,0.415311113,190.4964383,1674.576271,6.541313559,59.99929205
HCI010,AKT inhibitor VIII,0.243079044,1.459955544,5,0.01953125,76.39142074
HCI010,AMG-706,0.032800364,1.61E+43,2,0.0078125,1876.427409
HCI010,AZ628,0.0540812,2.47602E+17,1.637784091,0.370028409,2610.521017
HCI010,AZ960,0.438600111,0.922938669,7.701322115,2.337740385,-79.6241554
HCI010,AZD2281,0.065675625,2.02302E+13,5.278409091,1.475142045,1987.415373
HCI010,AZD6482,0.204589085,3754.025457,4.094460227,0.925071023,462.8302912
HCI010,AZD7762,0.717016684,0.034770877,2,0.0078125,26.12408485
HCI010,AZD8055,0.383960776,0.247486379,1.637784091,0.370028409,-27.37616972
HCI010,Anastrozole,0.091905397,1.34E+43,8.102678571,1.936383929,4086.870492
HCI010,Axitinib,0.069825833,5529.273514,2,0.0078125,197.6156125
HCI010,BI-2536,0.632171495,0.004514758,2.057692308,0.008037861,-10.49223551
HCI010,BIBW2992,0.106079183,90877911713,0.5,0.001953125,468.1192731
HCI010,BIRB 0796,0.007446518,1.34E+43,10,0.0390625,58.47589881
HCI010,BMN-673,0.329209037,2.66181065,7.701322115,2.337740385,4.337843755
HCI010,BMS-345541,0.177130327,4.578672492,7.701322115,2.337740385,54.71504325
HCI010,BMS-536924,0.181505426,6.502324115,3.275568182,0.740056818,134.6355326
HCI010,BMS-708163,0.104886042,1.34E+43,4.094460227,0.925071023,4661.931935
HCI010,BMS-754807,0.645066684,0.227275147,8.188920455,1.850142045,-142.3015761
HCI010,BX-795,0.271915301,1.377414107,5,0.01953125,76.39142074
HCI010,Bicalutamide,0.080152454,1902810.776,7.701322115,2.337740385,1137.824832
HCI010,Bosutinib,0.158117544,1.560222896,2,0.0078125,94.7206959
HCI010,CEP-701,0.69991853,0.033426652,2,0.0078125,26.12408485
HCI010,CHIR-99021,0.151553867,12.63720827,8.188920455,1.850142045,99.95428804
HCI010,Camptothecin,0.686117633,0.002575845,0.1,0.000390625,33.21366268
HCI010,Carboplatin,0.403303984,1.12750554,10,0.0390625,60.28107279
HCI010,Cisplatin,0.539150508,0.339190462,7.318181818,0.028586648,44.24952053
HCI010,Cyclophosphamide,0.117941353,2.69E+43,6.484375,3.5546875,16424.40321
HCI010,Docetaxel,0.147380399,0.011957473,0.0125,4.88E-05,97.79127231
HCI010,EHT 1864,0.179704042,13.56651024,10,0.0390625,105.4104222
HCI010,Embelin,0.226078648,2.734647852,10,0.0390625,76.52763856
HCI010,Epirubicin,0.86480888,0.022397585,6.484375,3.5546875,-843.7584975
HCI010,Erlotinib,0.109862749,444185.796,2,0.0078125,316.7570948
HCI010,Everolimus,0.39671485,2.238492104,3.2421875,1.77734375,37.54287282
HCI010,FK866,0.7809619,0.000294807,0.770132212,0.233774038,-616.95723
HCI010,Fulvestrant,0.096403726,3.66E+39,0.58984375,0.4140625,18637.42511
HCI010,GDC-0449,0.105868597,251.0748999,10,0.0390625,155.9552935
HCI010,GDC0941,0.326341189,1.227772891,3.3625,0.653125,38.21308593
HCI010,GSK1120212,0.140538505,124.8584374,0.770132212,0.233774038,407.3791596
HCI010,GSK1904529A,0.182758482,33.23167554,5,0.01953125,134.1569879
HCI010,GSK2118436,0.100267415,18472.62645,7.701322115,2.337740385,600.4680377
HCI010,GSK269962A,0.48875626,0.332504761,4.094460227,0.925071023,-68.78674388
HCI010,GW 441756,0.053265954,2.69E+43,2,0.0078125,1890.868801
HCI010,GW843682X (AN-13),0.103306073,4990114.857,5,0.01953125,231.6363826
HCI010,Gefitinib,0.028378513,1.34E+43,0.5,0.001953125,1480.821873
HCI010,Gemcitibine,0.879627963,1.67E-11,10,0.0390625,-701.5023447
HCI010,INCB-18424,0.037115852,2.69E+43,7.701322115,2.337740385,8316.57576
HCI010,JNJ-26854165,0.533383798,0.573399666,10,0.0390625,47.64485496
HCI010,JNK Inhibitor VIII,0.054286526,2.69E+43,10,0.0390625,1861.8447
HCI010,JQ1,0.342402671,0.141200599,3.784801136,0.196599787,-12.69338572
HCI010,KU-55933,0.24630688,2.734647852,10,0.0390625,76.52763856
HCI010,LCL161,0.634313806,0.154469455,6.484375,3.5546875,-593.977952
HCI010,LY317615,0.038475597,8.21514E+13,10,0.0390625,473.6659131
HCI010,Lenalidomide,0.030552784,1.34E+43,5,0.01953125,1441.102946
HCI010,MK-2206,0.2443754,8.690910789,3.275568182,0.740056818,141.3648622
HCI010,NU-7441,0.249034111,0.551232317,2,0.0078125,76.66895615
HCI010,NVP-BEZ235,0.440897303,0.025127407,0.204723011,0.046253551,-42.35820772
HCI010,Nilotinib,0.089478982,501.8202055,2,0.0078125,163.317307
HCI010,Nutlin-3a,0.121565281,24445.46722,6.551136364,1.480113636,612.9257242
HCI010,OSI-906,0.138355653,232.7194609,1.925330529,0.584435096,498.4464899
HCI010,Obatoclax Mesylate,0.73519965,0.207192299,8.188920455,1.850142045,-162.4895647
HCI010,Olaparib(1495) + Temozolomide(1375),0.182560355,11.85512507,10,0.0390625,99.99490024
HCI010,PAC-1,0.322938553,1.350264231,7.701322115,2.337740385,-46.03935574
HCI010,PD-0325901,0.024526547,3.72E-44,0.21015625,0.040820313,-5907.311209
HCI010,PD-0332991,0.117880544,22.2669408,3.275568182,0.740056818,228.8461465
HCI010,PD-173074,0.053883331,7.40E+28,1.637784091,0.370028409,3101.762075
HCI010,PF-02341066,0.132108868,15.22514744,0.818892045,0.185014205,288.3945265
HCI010,PF-4708671,0.735596237,0.081879838,8.188920455,1.850142045,-209.5948716
HCI010,PF-562271,0.281112986,2.01516424,7.701322115,2.337740385,-12.45455608
HCI010,PF477736,0.468952056,0.074451979,1,0.00390625,53.06547665
HCI010,PLX4720,0.093257001,15203.97844,10,0.0390625,204.6949908
HCI010,Paclitaxel,0.073617362,33.91133413,0.01,3.91E-05,244.4241175
HCI010,RO-3306,0.264461993,7.912374229,4.094460227,0.925071023,92.71716552
HCI010,SB 216763,0.044628836,1.34E+43,10,0.0390625,1527.887515
HCI010,SB-505124,0.069345398,1.34E+43,6.541193182,1.843705611,6188.469911
HCI010,SL 0101-1,0.101039402,2.0354E+15,10,0.0390625,661.4040065
HCI010,Sorafenib,0.212677745,1.105281551,4,0.015625,76.80517398
HCI010,TW 37,0.185405827,1.682714236,5,0.01953125,80.00176869
HCI010,Tamoxifen,0.75260726,0.034187003,4.094460227,0.925071023,-237.0199828
HCI010,Temozolomide,0.097667899,2.69E+43,19.453125,10.6640625,16241.64484
HCI010,Vinblastine,0.620562553,0.000930756,0.1,0.000390625,11.55157498
HCI010,Vorinostat,0.460227267,0.755487008,10,0.0390625,53.06037689
HCI010,XAV 939,0.159598873,2270.182068,5.581430288,1.17563101,484.4445768
HCI010,YK 4-279,0.306938115,2.238492104,7.701322115,2.337740385,-4.05835616
HCI010,ZM-447439,0.162255271,26.40520291,3.275568182,0.740056818,228.8461465
HCI010,mirin,0.453855556,10.20163598,100,0.390625,56.66562508
HCI011,17-AAG,0.158298336,90.4235285,1,0.00390625,181.2328289
HCI011,681640,0.096815381,74.01770374,2,0.0078125,165.1224809
HCI011,ABT-263,0.338327116,0.272177378,2,0.0078125,64.03273832
HCI011,AICAR,0.122675656,4057.443232,1674.576271,6.541313559,115.9596853
HCI011,AMG-706,0.05857648,2.69E+43,2,0.0078125,1890.868801
HCI011,AZ628,0.070300137,6.65E+24,1.637784091,0.370028409,3909.281622
HCI011,AZD2281,0.099780667,246.0428002,5.278409091,1.475142045,401.3545997
HCI011,AZD6482,0.160162177,18196079.5,4.094460227,0.925071023,1129.033917
HCI011,AZD8055,0.465881695,0.182372916,1.637784091,0.370028409,-47.56415839
HCI011,Axitinib,0.046288689,16476.81812,2,0.0078125,262.6018756
HCI011,BIBW2992,0.035366427,2.69E+43,0.5,0.001953125,1915.868801
HCI011,BIRB 0796,0.026109795,4.94277E+13,10,0.0390625,627.105701
HCI011,BMS-536924,0.20521026,33.23167554,3.275568182,0.740056818,255.7634647
HCI011,BMS-708163,0.026505526,3.72E-44,4.094460227,0.925071023,-6717.364347
HCI011,BMS-754807,0.257975558,134.9500763,8.188920455,1.850142045,288.3755157
HCI011,BX-795,0.207410833,74.01770374,5,0.01953125,148.5983797
HCI011,Bosutinib,0.113168672,4.488423388,2,0.0078125,114.5776096
HCI011,CEP-701,0.387944669,0.332504761,2,0.0078125,67.64308627
HCI011,CHIR-99021,0.056339146,2.69E+43,8.188920455,1.850142045,6681.238596
HCI011,Camptothecin,0.445554839,0.024632127,0.1,0.000390625,74.73266411
HCI011,Cisplatin,0.239692293,18.2269798,7.318181818,0.028586648,116.4564795
HCI011,Docetaxel,0.030524903,2.69E+43,0.0125,4.88E-05,1982.392902
HCI011,GDC0941,0.401575381,0.606227167,3.3625,0.653125,-4.547205293
HCI011,GSK269962A,0.130559879,74.01770374,4.094460227,0.925071023,294.5970523
HCI011,GW 441756,0.035766361,2.69E+43,2,0.0078125,1890.868801
HCI011,Gefitinib,0.038045126,3.72E-44,0.5,0.001953125,-1690.868801
HCI011,JNK Inhibitor VIII,0.098734103,2.69E+43,10,0.0390625,1861.8447
HCI011,JQ1,0.11354446,3.007475736,3.784801136,0.196599787,92.22701124
HCI011,KU-55933,0.102651731,60.58843929,10,0.0390625,132.4880318
HCI011,Lenalidomide,0.017298475,2.69E+43,5,0.01953125,1874.3447
HCI011,MK-2206,0.373774938,1.105281551,3.275568182,0.740056818,26.96625971
HCI011,NU-7441,0.158777814,12.21301886,2,0.0078125,132.6293494
HCI011,NVP-BEZ235,0.551430306,0.011059069,0.204723011,0.046253551,-96.19284418
HCI011,Nilotinib,0.115352328,4.93439E+19,2,0.0078125,905.2438107
HCI011,Nutlin-3a,0.06840237,331941.0636,6.551136364,1.480113636,828.2642701
HCI011,Obatoclax Mesylate,0.558059478,0.406203546,8.188920455,1.850142045,-101.9255987
HCI011,PD-0325901,0.097516191,2.69E+43,0.21015625,0.040820313,6297.697627
HCI011,PD-0332991,0.237594636,33.23167554,3.275568182,0.740056818,255.7634647
HCI011,PD-173074,0.164940667,1821.667387,1.637784091,0.370028409,571.534161
HCI011,PF-02341066,0.156083043,66910.49509,0.818892045,0.185014205,860.387539
HCI011,PF-4708671,0.24056072,40.59738695,8.188920455,1.850142045,207.623561
HCI011,PLX4720,0.191880137,81741.02619,10,0.0390625,262.460558
HCI011,RO-3306,0.067690116,3.65542E+18,4.094460227,0.925071023,2878.659603
HCI011,SB 216763,0.045623066,2.21E+33,10,0.0390625,1443.044338
HCI011,SB-505124,0.058177404,8.97E+31,6.541193182,1.843705611,5761.618013
HCI011,SL 0101-1,0.743288526,0.044909627,10,0.0390625,2.515505586
HCI011,Tamoxifen,0.188184109,201.4024823,4.094460227,0.925071023,361.8903478
HCI011,Vinblastine,0.541045688,3.01E-08,0.1,0.000390625,-170.7709965
HCI011,Vorinostat,0.444273986,0.740595786,10,0.0390625,53.06037689
HCI011,ZM-447439,0.116871439,2.69E+43,3.275568182,0.740056818,6742.837159
IC007,17-AAG,0.047196525,3321.288563,1,0.00390625,246.219092
IC007,681640,0.030335527,149031.342,2,0.0078125,302.315703
IC007,ABT-263,0.282250115,0.406203546,2,0.0078125,71.25343422
IC007,AICAR,0.175666489,999.1519877,1674.576271,6.541313559,90.68724963
IC007,AMG-706,0.011713319,2.69E+43,2,0.0078125,1890.868801
IC007,AZ628,0,3.72E-44,1.637784091,0.370028409,-6655.765784
IC007,AZD2281,0.088368632,24548680049,5.278409091,1.475142045,1846.083225
IC007,AZD6482,0.065989784,6055.418129,4.094460227,0.925071023,590.6875528
IC007,AZD8055,0.424272377,0.182372916,1.637784091,0.370028409,-47.56415839
IC007,Axitinib,0.025085169,90270232.99,2,0.0078125,417.8468374
IC007,BIBW2992,0.006071248,2.69E+43,0.5,0.001953125,1915.868801
IC007,BIRB 0796,0,3.72E-44,10,0.0390625,-1744.892902
IC007,BMS-536924,0.02089722,2.69E+43,3.275568182,0.740056818,6742.837159
IC007,BMS-708163,0.018711756,24548680049,4.094460227,0.925071023,1613.545646
IC007,BMS-754807,0.067119807,548.0169989,8.188920455,1.850142045,382.5861295
IC007,BX-795,0.039800293,11040.32005,5,0.01953125,238.8570785
IC007,Bosutinib,0.006930619,2.69E+43,2,0.0078125,1890.868801
IC007,CEP-701,0.135815575,6.698622458,2,0.0078125,121.7983055
IC007,CHIR-99021,0,3.72E-44,8.188920455,1.850142045,-6763.961861
IC007,Camptothecin,0.211471468,0.740595786,0.1,0.000390625,136.1085793
IC007,Cisplatin,0.019461656,8.13E+24,7.318181818,0.028586648,1098.471122
IC007,Docetaxel,0.024616179,2.69E+43,0.0125,4.88E-05,1982.392902
IC007,GDC0941,0.205665885,4.488423388,3.3625,0.653125,117.6250553
IC007,GSK269962A,0.035605032,16476.81812,4.094460227,0.925071023,657.9808484
IC007,GW 441756,0.025431687,7.34E+29,2,0.0078125,1327.654521
IC007,Gefitinib,0,3.72E-44,0.5,0.001953125,-1690.868801
IC007,JNK Inhibitor VIII,0.004375617,2.69E+43,10,0.0390625,1861.8447
IC007,JQ1,0.060821817,49.59568847,3.784801136,0.196599787,186.9938214
IC007,KU-55933,0.085289486,33.23167554,10,0.0390625,121.6569879
IC007,Lenalidomide,0.035682405,1.64303E+14,5,0.01953125,661.2677887
IC007,MK-2206,0.040180051,134721294.7,3.275568182,0.740056818,1278.621558
IC007,NU-7441,0.115665109,9.997172493,2,0.0078125,129.0190014
IC007,NVP-BEZ235,0.463310374,0.020163043,0.204723011,0.046253551,-55.81686684
IC007,Nilotinib,0.022016143,90270232.99,2,0.0078125,417.8468374
IC007,Nutlin-3a,0.209439662,8.183354091,6.551136364,1.480113636,114.9553369
IC007,Obatoclax Mesylate,0.556510353,0.496237468,8.188920455,1.850142045,-88.46693959
IC007,PD-0325901,0.024337892,9.01172E+13,0.21015625,0.040820313,2156.057992
IC007,PD-0332991,0.111110115,3321.288563,3.275568182,0.740056818,565.3126244
IC007,PD-173074,0.04249786,2.44932E+18,1.637784091,0.370028409,2913.340847
IC007,PF-02341066,0.020128913,2.69E+43,0.818892045,0.185014205,6836.032187
IC007,PF-4708671,0.098732401,1220.611336,8.188920455,1.850142045,436.4207659
IC007,PLX4720,0.012879566,2.69E+43,10,0.0390625,1861.8447
IC007,RO-3306,0.01399904,1.64117E+18,4.094460227,0.925071023,2824.824966
IC007,SB 216763,0.023660436,2.69E+43,10,0.0390625,1861.8447
IC007,SB-505124,0.130976792,27.20234828,6.541193182,1.843705611,212.5433388
IC007,SL 0101-1,0.581356441,0.496237468,10,0.0390625,45.83968099
IC007,Tamoxifen,0.11359534,12.21301886,4.094460227,0.925071023,173.4691202
IC007,Vinblastine,0.303732046,0.054863725,0.1,0.000390625,89.17405591
IC007,Vorinostat,0.31226623,1.350264231,10,0.0390625,63.89142074
IC007,ZM-447439,0.012754496,7.34E+31,3.275568182,0.740056818,4952.835496
STG139,(5Z)-7-Oxozeaenol,0.280522467,1.649546663,7.701322115,2.337740385,-29.24695591
STG139,17-AAG,0.466942057,0.067024121,1,0.00390625,51.26030267
STG139,5-Fluorouracil,0.298025636,5.483270348,20,0.078125,76.66385639
STG139,681640,0.077362233,6055.418129,2,0.0078125,244.5501358
STG139,ABT-263,0.593230713,0.067024121,2,0.0078125,38.76030267
STG139,AG-014699,0.059604411,222417.675,5,0.01953125,293.0122977
STG139,AMG-706,0.114756523,16448884882,2,0.0078125,511.7158841
STG139,AZ628,0.258546505,2.461819968,1.637784091,0.370028409,127.3984101
STG139,AZ960,0.452268933,0.740595786,7.701322115,2.337740385,-96.41655523
STG139,AZD2281,0.056384101,6.66461E+18,5.278409091,1.475142045,3369.32971
STG139,AZD6482,0.236216626,12.21301886,4.094460227,0.925071023,173.4691202
STG139,AZD7762,0.484016171,0.149284425,2,0.0078125,53.20169447
STG139,AZD8055,0.252868078,0.904746848,1.637784091,0.370028409,60.10511454
STG139,Anastrozole,0.056366744,2.69E+43,8.102678571,1.936383929,6940.134982
STG139,Axitinib,0.011205709,1.64E+20,2,0.0078125,926.9058984
STG139,BI-2536,0.384756307,5.483270348,2.057692308,0.008037861,117.6751167
STG139,BIBW2992,0.15806207,14.92000161,0.5,0.001953125,161.2396973
STG139,BIRB 0796,0,3.72E-44,10,0.0390625,-1744.892902
STG139,BMN-673,0.50433815,0.496237468,7.701322115,2.337740385,-130.0013549
STG139,BMS-345541,0.218664959,3.007475736,7.701322115,2.337740385,21.13024359
STG139,BMS-536924,0.232043033,3.007475736,3.275568182,0.740056818,94.25955529
STG139,BMS-708163,0.098557405,5473974.529,4.094460227,0.925071023,1048.281963
STG139,BMS-754807,0.552834772,0.406203546,8.188920455,1.850142045,-101.9255987
STG139,BX-795,0.272154056,0.904746848,5,0.01953125,69.17072484
STG139,Bicalutamide,0.029396316,1.48E+27,7.701322115,2.337740385,5176.396992
STG139,Bosutinib,0.05798119,11040.32005,2,0.0078125,255.3811797
STG139,Bryostatin,0.002397955,2.69E+43,1,0.00390625,1903.368801
STG139,CEP-701,0.232815389,0.740595786,2,0.0078125,82.08447807
STG139,CHIR-99021,0.328863841,2.461819968,8.188920455,1.850142045,19.20233334
STG139,Camptothecin,0.521951133,0.004965182,0.1,0.000390625,45.84988051
STG139,Cisplatin,0.207987307,5.483270348,7.318181818,0.028586648,94.79439183
STG139,Docetaxel,0.096083502,2.69E+43,0.0125,4.88E-05,1982.392902
STG139,EHT 1864,0.030779338,1.21E+33,10,0.0390625,1432.213294
STG139,Embelin,0.208589307,3.007475736,10,0.0390625,78.33281254
STG139,FK866,0.927446898,1.22E-05,0.770132212,0.233774038,-826.8622279
STG139,Fulvestrant,0.055219819,2.69E+43,0.58984375,0.4140625,28510.49248
STG139,GDC-0449,0.064793085,367.1997236,10,0.0390625,164.9811633
STG139,GDC0941,0.405766409,0.606227167,3.3625,0.653125,-4.547205293
STG139,GSK1120212,0.287149275,1.105281551,0.770132212,0.233774038,130.3045624
STG139,GSK1904529A,0.135998264,4057.443232,5,0.01953125,220.8053387
STG139,GSK2118436,0.146299305,4956.7646,7.701322115,2.337740385,642.4490373
STG139,GSK269962A,0.152308859,18.2269798,4.094460227,0.925071023,200.3864384
STG139,GW 441756,0.301011824,1.105281551,2,0.0078125,89.30517398
STG139,GW843682X (AN-13),0.023574669,1.21E+23,5,0.01953125,1029.52328
STG139,Gefitinib,0.072689321,33175337.69,0.5,0.001953125,424.7950977
STG139,Gemcitibine,0.856769628,2.04E-36,10,0.0390625,-1423.571935
STG139,INCB-18424,0.018568935,2.69E+43,7.701322115,2.337740385,8316.57576
STG139,JNJ-26854165,0.059121632,99858.70457,10,0.0390625,266.0709059
STG139,JNK Inhibitor VIII,0.091724147,2.69E+43,10,0.0390625,1861.8447
STG139,JQ1,0.090169469,2457646.431,3.784801136,0.196599787,552.5229463
STG139,KU-55933,0.239995475,2.461819968,10,0.0390625,74.72246459
STG139,LY317615,0.073889033,20128.8605,10,0.0390625,237.1881223
STG139,Lenalidomide,0.021246225,2.21539E+19,5,0.01953125,874.2783177
STG139,MK-2206,0.316566618,2.461819968,3.275568182,0.740056818,80.80089617
STG139,NU-7441,0.280303478,0.406203546,2,0.0078125,71.25343422
STG139,NVP-BEZ235,0.340411887,0.044909627,0.204723011,0.046253551,-1.982230371
STG139,Nilotinib,0.149829153,1103407.761,2,0.0078125,338.4191825
STG139,Nutlin-3a,0.108997055,9.00662E+15,6.551136364,1.480113636,2443.303364
STG139,OSI-906,0.170002572,9.997172493,1.925330529,0.584435096,238.1642925
STG139,Obatoclax Mesylate,0.665560908,0.222795381,8.188920455,1.850142045,-142.3015761
STG139,PAC-1,0.126133526,22.2669408,7.701322115,2.337740385,189.0542419
STG139,PD-0325901,0.224040291,0.222795381,0.21015625,0.040820313,103.5640137
STG139,PD-0332991,0.024055357,2.69E+43,3.275568182,0.740056818,6742.837159
STG139,PD-173074,0.108447446,6055.418129,1.637784091,0.370028409,652.2861156
STG139,PF-02341066,0.072345552,6687266.246,0.818892045,0.185014205,1169.936699
STG139,PF-4708671,0.239896027,40.59738695,8.188920455,1.850142045,207.623561
STG139,PF-562271,0.262561326,2.01516424,7.701322115,2.337740385,-12.45455608
STG139,PF477736,0.175743759,0.904746848,1,0.00390625,98.19482602
STG139,PLX4720,0.050846374,2.69E+43,10,0.0390625,1861.8447
STG139,Paclitaxel,0.036219034,20128.8605,0.01,3.91E-05,361.7604259
STG139,RO-3306,0.02574489,2.69E+43,4.094460227,0.925071023,6727.83611
STG139,SB 216763,0.082926268,99858.70457,10,0.0390625,266.0709059
STG139,SB-505124,0.122959308,27156231.99,6.541193182,1.843705611,1303.387078
STG139,SL 0101-1,0.178406139,164.8613974,10,0.0390625,150.5397715
STG139,Sorafenib,0.14427074,1.649546663,4,0.015625,84.02586988
STG139,TW 37,0.21627841,1.350264231,5,0.01953125,76.39142074
STG139,Tamoxifen,0.078536595,1.64E+20,4.094460227,0.925071023,3134.374126
STG139,Vinblastine,0.56146513,0.002229214,0.1,0.000390625,31.40848871
STG139,Vorinostat,0.554356574,0.406203546,10,0.0390625,42.22933304
STG139,XAV 939,0.31306858,134.9500763,5.581430288,1.17563101,304.505519
STG139,YK 4-279,0.280923571,3.007475736,7.701322115,2.337740385,21.13024359
STG139,ZM-447439,0.083748316,9.95204E+16,3.275568182,0.740056818,2651.404787
STG139M,(5Z)-7-Oxozeaenol,0.432722294,0.904746848,7.701322115,2.337740385,-79.6241554
STG139M,17-AAG,0.464178683,0.067024121,1,0.00390625,51.26030267
STG139M,5-Fluorouracil,0.358978282,3.007475736,20,0.078125,65.83281254
STG139M,681640,0.047350961,20128.8605,2,0.0078125,266.2122235
STG139M,ABT-263,0.648153617,0.044909627,2,0.0078125,31.53960677
STG139M,AG-014699,0.027756402,3.72E-44,5,0.01953125,-1732.392902
STG139M,AMG-706,0.092032174,5.45E+20,2,0.0078125,948.5679861
STG139M,AZ628,0.30573257,4.488423388,1.637784091,0.370028409,167.7743875
STG139M,AZ960,0.396187108,1.105281551,7.701322115,2.337740385,-62.83175557
STG139M,AZD2281,0.076679967,2.45348E+12,5.278409091,1.475142045,2207.265381
STG139M,AZD6482,0.091249512,27156231.99,4.094460227,0.925071023,1155.951236
STG139M,AZD7762,0.43418623,0.182372916,2,0.0078125,56.81204242
STG139M,AZD8055,0.249079204,2.01516424,1.637784091,0.370028409,113.939751
STG139M,Anastrozole,0.06737482,2.45E+24,8.102678571,1.936383929,3877.071633
STG139M,Axitinib,0.065404049,2.69E+43,2,0.0078125,1890.868801
STG139M,BI-2536,0.274793346,1821.667387,2.057692308,0.008037861,222.3752073
STG139M,BIBW2992,0.004844379,2.69E+43,0.5,0.001953125,1915.868801
STG139M,BIRB 0796,0.022782493,2.69E+43,10,0.0390625,1861.8447
STG139M,BMN-673,0.314350523,22.2669408,7.701322115,2.337740385,189.0542419
STG139M,BMS-345541,0.1572811,5.483270348,7.701322115,2.337740385,71.50744308
STG139M,BMS-536924,0.20376386,4.488423388,3.275568182,0.740056818,121.1768735
STG139M,BMS-708163,0.096925754,2.69E+43,4.094460227,0.925071023,6727.83611
STG139M,BMS-754807,0.397145223,1.350264231,8.188920455,1.850142045,-21.17364401
STG139M,BX-795,0.380794238,0.606227167,5,0.01953125,61.95002894
STG139M,Bicalutamide,0.032221112,1.48E+29,7.701322115,2.337740385,5562.622188
STG139M,Bosutinib,0.083197123,1646750.178,2,0.0078125,345.6398784
STG139M,Bryostatin,0.02082472,2.69E+43,1,0.00390625,1903.368801
STG139M,CEP-701,0.199368377,2.01516424,2,0.0078125,100.1362178
STG139M,CHIR-99021,0.243464393,8.183354091,8.188920455,1.850142045,99.95428804
STG139M,Camptothecin,0.439046203,0.013510281,0.1,0.000390625,63.90162026
STG139M,Cisplatin,0.230194254,5.483270348,7.318181818,0.028586648,94.79439183
STG139M,Docetaxel,0.128544705,2.21E+25,0.0125,4.88E-05,1231.440529
STG139M,EHT 1864,0.145422228,9.997172493,10,0.0390625,99.99490024
STG139M,Embelin,0.22922874,3.674074636,10,0.0390625,81.94316049
STG139M,FK866,0.863724474,0.00044935,0.770132212,0.233774038,-524.599031
STG139M,Fulvestrant,0.025904614,1.34E+36,0.58984375,0.4140625,23757.84114
STG139M,GDC-0449,0.057601869,2.69E+43,10,0.0390625,1861.8447
STG139M,GDC0941,0.197830411,3.674074636,3.3625,0.653125,105.4078293
STG139M,GSK1120212,0.419693763,0.182372916,0.770132212,0.233774038,-20.82703606
STG139M,GSK1904529A,0.115283887,81741.02619,5,0.01953125,274.960558
STG139M,GSK2118436,0.051049182,6.03832E+13,7.701322115,2.337740385,2590.367418
STG139M,GSK269962A,0.00144946,2.69E+43,4.094460227,0.925071023,6727.83611
STG139M,GW 441756,0.109712945,2.69E+43,2,0.0078125,1890.868801
STG139M,GW843682X (AN-13),0.026463999,8.94E+41,5,0.01953125,1812.968785
STG139M,Gefitinib,0.015691189,2.69E+43,0.5,0.001953125,1915.868801
STG139M,Gemcitibine,0.630879022,5.50E-08,10,0.0390625,-242.988155
STG139M,INCB-18424,0.097919015,3002377.146,7.701322115,2.337740385,1179.805832
STG139M,JNJ-26854165,0.066653859,2011747.921,10,0.0390625,320.2261252
STG139M,JNK Inhibitor VIII,0.049065397,1.48E+33,10,0.0390625,1435.823642
STG139M,JQ1,0.099864289,300.5775245,3.784801136,0.196599787,247.9153422
STG139M,KU-55933,0.282908206,2.461819968,10,0.0390625,74.72246459
STG139M,LY317615,0.036129789,18196079.5,10,0.0390625,359.9399527
STG139M,Lenalidomide,0.040910463,2.69E+43,5,0.01953125,1874.3447
STG139M,MK-2206,0.206544825,9.997172493,3.275568182,0.740056818,175.01151
STG139M,NU-7441,0.313641364,0.406203546,2,0.0078125,71.25343422
