ID,Model,Drug,AUC,iC50,D1_CONC,D5_CONC,perc.iC50,cluster.superv
HCI009-X4C,HCI009,BMS-536924,0.158566726,22229191.53,3.275568182,0.740056818,1157.493625,1
HCI009-X4C,HCI009,BMS-708163,0.106135335,149031.342,4.094460227,0.925071023,806.0260987,1
HCI009-X4C,HCI009,BMS-754807,0.093514861,448.5885537,8.188920455,1.850142045,369.1274704,2
HCI009-X4C,HCI009,BX-795,0.160269864,2.21E+21,5,0.01953125,957.3163206,1
HCI009-X4C,HCI009,Bosutinib,0.134034082,90.4235285,2,0.0078125,168.7328289,2
HCI009-X4C,HCI009,CEP-701,0.13892496,14.92000161,2,0.0078125,136.2396973,2
HCI009-X4C,HCI009,CHIR-99021,0,3.72E-44,8.188920455,1.850142045,-6763.961861,1
HCI009-X4C,HCI009,Camptothecin,0.118065885,1.105281551,0.1,0.000390625,143.3292752,2
HCI009-X4C,HCI009,Cisplatin,0.087917642,669.4834913,7.318181818,0.028586648,181.4427426,2
HCI009-X4C,HCI009,Docetaxel,0.063244221,60.58843929,0.0125,4.88E-05,253.0362342,1
HCI009-X4C,HCI009,GDC0941,0.530393833,0.182372916,3.3625,0.653125,-77.85056167,5
HCI009-X4C,HCI009,GSK269962A,0.217985294,2.01516424,4.094460227,0.925071023,52.34118817,3
HCI009-X4C,HCI009,GW 441756,0.12185975,7.35E+25,2,0.0078125,1161.578515,1
HCI009-X4C,HCI009,Gefitinib,0.019866995,1.64E+26,0.5,0.001953125,1201.019907,1
HCI009-X4C,HCI009,JNK Inhibitor VIII,0.054724754,2.69E+43,10,0.0390625,1861.8447,1
HCI009-X4C,HCI009,JQ1,0.057794397,182063.7377,3.784801136,0.196599787,464.525194,1
HCI009-X4C,HCI009,KU-55933,0.075284647,24590.36824,10,0.0390625,240.7984703,2
HCI009-X4C,HCI009,Lenalidomide,0.011030758,3.72E-44,5,0.01953125,-1732.392902,1
HCI009-X4C,HCI009,MK-2206,0.504640778,0.272177378,3.275568182,0.740056818,-67.2443541,5
HCI009-X4C,HCI009,NU-7441,0.17767011,2718.696749,2,0.0078125,230.108744,2
HCI009-X4C,HCI009,NVP-BEZ235,0.573399607,0.011059069,0.204723011,0.046253551,-96.19284418,5
HCI009-X4C,HCI009,Nilotinib,0.038740259,2457646.431,2,0.0078125,352.8605743,1
HCI009-X4C,HCI009,Nutlin-3a,0.316794145,1.649546663,6.551136364,1.480113636,7.286063998,4
HCI009-X4C,HCI009,Obatoclax Mesylate,0.206175859,8.183354091,8.188920455,1.850142045,99.95428804,3
HCI009-X4C,HCI009,PD-0325901,0.072152682,60485723.38,0.21015625,0.040820313,1288.634942,1
HCI009-X4C,HCI009,PD-0332991,0.150117083,2.69E+43,3.275568182,0.740056818,6742.837159,1
HCI009-X4C,HCI009,PD-173074,0.079155878,2.69E+43,1.637784091,0.370028409,6789.434673,1
HCI009-X4C,HCI009,PF-02341066,0.077313036,90270232.99,0.818892045,0.185014205,1344.899267,1
HCI009-X4C,HCI009,PF-4708671,0.258118658,5.483270348,8.188920455,1.850142045,73.0369698,4
HCI009-X4C,HCI009,PLX4720,0.080269867,134.9500763,10,0.0390625,146.9294236,2
HCI009-X4C,HCI009,RO-3306,0.06232492,2.45209E+14,4.094460227,0.925071023,2232.643965,1
HCI009-X4C,HCI009,SB 216763,0.068258829,2.69E+43,10,0.0390625,1861.8447,1
HCI009-X4C,HCI009,SB-505124,0.016689519,9.88E+40,6.541193182,1.843705611,7405.788287,1
HCI009-X4C,HCI009,SL 0101-1,0.070461966,2.69E+43,10,0.0390625,1861.8447,1
HCI009-X4C,HCI009,Tamoxifen,0.201047631,1.649546663,4.094460227,0.925071023,38.88252905,3
HCI009-X4C,HCI009,Vinblastine,0.213154118,2.69E+43,0.1,0.000390625,1944.892902,1
HCI009-X4C,HCI009,Vorinostat,0.309139811,1.350264231,10,0.0390625,63.89142074,4
HCI009-X4C,HCI009,ZM-447439,0.088862345,9.00662E+15,3.275568182,0.740056818,2489.900878,1
HCI009-X7C,HCI009,17-AAG,0.507548533,0.067024121,1,0.00390625,51.26030267,5
HCI009-X7C,HCI009,681640,0.071941196,3321.288563,2,0.0078125,233.719092,1
HCI009-X7C,HCI009,ABT-263,0.219687304,4.488423388,2,0.0078125,114.5776096,2
HCI009-X7C,HCI009,AICAR,0.094688097,9037.240109,1674.576271,6.541313559,130.4010771,2
HCI009-X7C,HCI009,AMG-706,0.106178862,12192314.06,2,0.0078125,381.7433579,1
HCI009-X7C,HCI009,AZ628,0.034131166,2.69E+43,1.637784091,0.370028409,6789.434673,1
HCI009-X7C,HCI009,AZD2281,0.080525539,201061043.5,5.278409091,1.475142045,1469.197496,1
HCI009-X7C,HCI009,AZD6482,0.108704195,4057.443232,4.094460227,0.925071023,563.7702346,2
HCI009-X7C,HCI009,AZD8055,0.766963348,0.016504799,1.637784091,0.370028409,-209.0680678,6
HCI009-X7C,HCI009,Axitinib,0.113820207,5473974.529,2,0.0078125,367.3019661,1
HCI009-X7C,HCI009,BI-D1870,0.058385016,548.0169989,5,0.01953125,184.7018592,2
HCI009-X7C,HCI009,BIBW2992,0.488426337,0.036761532,0.5,0.001953125,52.92925882,5
HCI009-X7C,HCI009,BIRB 0796,0.031663221,134721294.7,10,0.0390625,396.0434322,1
HCI009-X7C,HCI009,BMS-536924,0.064427152,2221662267,3.275568182,0.740056818,1467.042785,1
HCI009-X7C,HCI009,BMS-708163,0.016719027,1.48E+21,4.094460227,0.925071023,3282.419376,1
HCI009-X7C,HCI009,BMS-754807,0.185889522,27.20234828,8.188920455,1.850142045,180.7062427,2
HCI009-X7C,HCI009,BX-795,0.066538372,405514.9066,5,0.01953125,303.8433416,1
HCI009-X7C,HCI009,BYL719,0.332254053,0.740595786,0.01953125,5,34.43962311,3
HCI009-X7C,HCI009,Bosutinib,0.045215136,271715.9539,2,0.0078125,313.1467469,1
HCI009-X7C,HCI009,CEP-701,0.142063828,2.01516424,2,0.0078125,100.1362178,2
HCI009-X7C,HCI009,CHIR-99021,0.033681046,2011747.921,8.188920455,1.850142045,934.3911532,1
HCI009-X7C,HCI009,Camptothecin,0.070383938,2718.696749,0.1,0.000390625,284.1328452,2
HCI009-X7C,HCI009,Cisplatin,0.141748758,14.92000161,7.318181818,0.028586648,112.8461316,2
HCI009-X7C,HCI009,Docetaxel,0.026025511,2.69E+43,0.0125,4.88E-05,1982.392902,1
HCI009-X7C,HCI009,Fulvestrant,0.0163705,2.69E+43,0.58984375,0.4140625,28510.49248,1
HCI009-X7C,HCI009,GDC0941,0.456814264,0.332504761,3.3625,0.653125,-41.19888348,5
HCI009-X7C,HCI009,GSK269962A,0.296840598,0.904746848,4.094460227,0.925071023,-1.493448297,4
HCI009-X7C,HCI009,GW 441756,0.046880228,2.69E+43,2,0.0078125,1890.868801,1
HCI009-X7C,HCI009,Gefitinib,0.11203769,3002377.146,0.5,0.001953125,381.4709223,1
HCI009-X7C,HCI009,JNK Inhibitor VIII,0.069134585,7.3767E+13,10,0.0390625,634.3263969,1
HCI009-X7C,HCI009,JQ1,0.138022247,14.92000161,3.784801136,0.196599787,146.3794742,2
HCI009-X7C,HCI009,KU-55933,0.17368365,12.21301886,10,0.0390625,103.6052482,2
HCI009-X7C,HCI009,Lenalidomide,0.00823906,2.69E+43,5,0.01953125,1874.3447,1
HCI009-X7C,HCI009,MK-2206,0.55694567,0.182372916,3.275568182,0.740056818,-94.16167233,5
HCI009-X7C,HCI009,NU-7441,0.106888978,18.2269798,2,0.0078125,139.8500453,2
HCI009-X7C,HCI009,NVP-BEZ235,0.573363631,0.011059069,0.204723011,0.046253551,-96.19284418,5
HCI009-X7C,HCI009,Nilotinib,0.012951403,1.81E+31,2,0.0078125,1385.420088,1
HCI009-X7C,HCI009,Nutlin-3a,0.275862924,3.007475736,6.551136364,1.480113636,47.66204135,3
HCI009-X7C,HCI009,Obatoclax Mesylate,0.258178992,4.488423388,8.188920455,1.850142045,59.57831069,4
HCI009-X7C,HCI009,PD-0325901,0.086549389,13487.37726,0.21015625,0.040820313,775.5114471,1
HCI009-X7C,HCI009,PD-0332991,0.098650966,16476.81812,3.275568182,0.740056818,672.9818973,2
HCI009-X7C,HCI009,PD-173074,0.094915849,2225.435059,1.637784091,0.370028409,584.9928201,1
HCI009-X7C,HCI009,PF-02341066,0.049731947,2.69E+43,0.818892045,0.185014205,6836.032187,1
HCI009-X7C,HCI009,PF-4708671,0.335533258,1.649546663,8.188920455,1.850142045,-7.714984892,4
HCI009-X7C,HCI009,PLX4720,0.13291741,14.92000161,10,0.0390625,107.2155961,2
HCI009-X7C,HCI009,RO-3306,0.173481926,9.997172493,4.094460227,0.925071023,160.0104611,2
HCI009-X7C,HCI009,SB 216763,0.03042168,2.44E+26,10,0.0390625,1154.216502,1
HCI009-X7C,HCI009,SB-505124,0.316821323,1.350264231,6.541193182,1.843705611,-24.59660453,4
HCI009-X7C,HCI009,SCH772984,0.476585999,0.332504761,0.01953125,5,48.88101491,5
HCI009-X7C,HCI009,SL 0101-1,0.774454747,0.100028283,10,0.0390625,16.95689739,6
HCI009-X7C,HCI009,Tamoxifen,0.05328874,1491.156552,4.094460227,0.925071023,496.476939,2
HCI009-X7C,HCI009,Vinblastine,0.071549727,3.007475736,0.1,0.000390625,161.3810149,2
HCI009-X7C,HCI009,Vorinostat,0.400840573,0.904746848,10,0.0390625,56.67072484,4
HCI009-X7C,HCI009,ZM-447439,0.066903511,495396.1939,3.275568182,0.740056818,901.7791023,1
HCI010-X2C,HCI010,(5Z)-7-Oxozeaenol,0.293136224,2.01516424,7.701322115,2.337740385,-12.45455608,4
HCI010-X2C,HCI010,17-AAG,0.4253631,0.100028283,1,0.00390625,58.48099857,5
HCI010-X2C,HCI010,5-Fluorouracil,0.123675094,448.5885537,20,0.078125,156.0915113,2
HCI010-X2C,HCI010,681640,0.088689456,33.23167554,2,0.0078125,150.6810891,2
HCI010-X2C,HCI010,ABT-263,0.7578111,0.024632127,2,0.0078125,20.70856292,6
HCI010-X2C,HCI010,AG-014699,0.169383856,9.997172493,5,0.01953125,112.4949002,2
HCI010-X2C,HCI010,AICAR,0.342090109,246.0428002,1674.576271,6.541313559,65.41481398,3
HCI010-X2C,HCI010,AKT inhibitor VIII,0.200256366,2.01516424,5,0.01953125,83.61211664,3
HCI010-X2C,HCI010,AMG-706,0.039471867,5.42E+42,2,0.0078125,1861.986018,1
HCI010-X2C,HCI010,AZ628,0.039499077,4.93718E+17,1.637784091,0.370028409,2805.671574,1
HCI010-X2C,HCI010,AZ960,0.465322777,0.740595786,7.701322115,2.337740385,-96.41655523,5
HCI010-X2C,HCI010,AZD2281,0.062109407,547087942.6,5.278409091,1.475142045,1547.715357,2
HCI010-X2C,HCI010,AZD6482,0.176739746,110.4656601,4.094460227,0.925071023,321.5143705,2
HCI010-X2C,HCI010,AZD7762,0.699858078,0.044909627,2,0.0078125,31.53960677,6
HCI010-X2C,HCI010,AZD8055,0.385710283,0.222795381,1.637784091,0.370028409,-34.10549927,4
HCI010-X2C,HCI010,Anastrozole,0.140365752,90270232.99,8.102678571,1.936383929,1233.606003,1
HCI010-X2C,HCI010,Axitinib,0.064416729,11040.32005,2,0.0078125,255.3811797,2
HCI010-X2C,HCI010,BI-2536,0.601065613,0.004965182,2.057692308,0.008037861,-8.687061533,7
HCI010-X2C,HCI010,BIBW2992,0.107428318,739340.25,0.5,0.001953125,356.1984866,1
HCI010-X2C,HCI010,BIRB 0796,0.014893037,2.69E+43,10,0.0390625,1861.8447,1
HCI010-X2C,HCI010,BMN-673,0.276992483,3.674074636,7.701322115,2.337740385,37.92264342,3
HCI010-X2C,HCI010,BMS-345541,0.176177168,5.483270348,7.701322115,2.337740385,71.50744308,2
HCI010-X2C,HCI010,BMS-536924,0.212859923,3.007475736,3.275568182,0.740056818,94.25955529,2
HCI010-X2C,HCI010,BMS-708163,0.171694238,5.45852E+16,4.094460227,0.925071023,2596.027761,1
HCI010-X2C,HCI010,BMS-754807,0.621499566,0.272177378,8.188920455,1.850142045,-128.8429169,6
HCI010-X2C,HCI010,BX-795,0.28162832,1.649546663,5,0.01953125,80.00176869,4
HCI010-X2C,HCI010,Bicalutamide,0.067088293,2457646.431,7.701322115,2.337740385,1163.013432,1
HCI010-X2C,HCI010,Bosutinib,0.206950592,1.105281551,2,0.0078125,89.30517398,3
HCI010-X2C,HCI010,CEP-701,0.691302258,0.030091772,2,0.0078125,24.31891087,6
HCI010-X2C,HCI010,CHIR-99021,0.090236651,22.2669408,8.188920455,1.850142045,167.2475836,2
HCI010-X2C,HCI010,Camptothecin,0.635595249,0.003326929,0.1,0.000390625,38.62918461,6
HCI010-X2C,HCI010,Carboplatin,0.377606008,1.350264231,10,0.0390625,63.89142074,4
HCI010-X2C,HCI010,Cisplatin,0.478773376,0.406203546,7.318181818,0.028586648,47.85986848,5
HCI010-X2C,HCI010,Cyclophosphamide,0.159599447,2.69E+43,6.484375,3.5546875,16424.40321,1
HCI010-X2C,HCI010,Docetaxel,0.147579721,0.016504799,0.0125,4.88E-05,105.0119682,2
HCI010-X2C,HCI010,EHT 1864,0.178345135,14.92000161,10,0.0390625,107.2155961,2
HCI010-X2C,HCI010,Embelin,0.236237557,2.461819968,10,0.0390625,74.72246459,3
HCI010-X2C,HCI010,Epirubicin,0.863986403,0.020163043,6.484375,3.5546875,-860.4105339,8
HCI010-X2C,HCI010,Erlotinib,0.119713801,149031.342,2,0.0078125,302.315703,1
HCI010-X2C,HCI010,Everolimus,0.450020582,2.461819968,3.2421875,1.77734375,54.19490919,7
HCI010-X2C,HCI010,FK866,0.794403829,0.000548948,0.770132212,0.233774038,-507.8066311,7
HCI010-X2C,HCI010,Fulvestrant,0.082846491,4.46816E+16,0.58984375,0.4140625,11084.10422,1
HCI010-X2C,HCI010,GDC-0449,0.090164975,134.9500763,10,0.0390625,146.9294236,2
HCI010-X2C,HCI010,GDC0941,0.346966365,1.105281551,3.3625,0.653125,32.10447289,4
HCI010-X2C,HCI010,GSK1120212,0.165937461,246.0428002,0.770132212,0.233774038,583.6993578,2
HCI010-X2C,HCI010,GSK1904529A,0.205144609,33.23167554,5,0.01953125,134.1569879,2
HCI010-X2C,HCI010,GSK2118436,0.162453911,246.0428002,7.701322115,2.337740385,390.5630399,2
HCI010-X2C,HCI010,GSK269962A,0.484680294,0.332504761,4.094460227,0.925071023,-68.78674388,5
HCI010-X2C,HCI010,GW 441756,0.046806931,2.69E+43,2,0.0078125,1890.868801,1
HCI010-X2C,HCI010,GW843682X (AN-13),0.064407477,9980224.231,5,0.01953125,361.6089088,1
HCI010-X2C,HCI010,Gefitinib,0.043720173,2.99E+22,0.5,0.001953125,1045.774945,1
HCI010-X2C,HCI010,Gemcitibine,0.875633918,7.46E-27,10,0.0390625,-1026.43366,8
HCI010-X2C,HCI010,INCB-18424,0.061808547,2.69E+43,7.701322115,2.337740385,8316.57576,1
HCI010-X2C,HCI010,JNJ-26854165,0.481577514,0.740595786,10,0.0390625,53.06037689,5
HCI010-X2C,HCI010,JNK Inhibitor VIII,0.022938842,2.69E+43,10,0.0390625,1861.8447,1
HCI010-X2C,HCI010,JQ1,0.296786059,0.182372916,3.784801136,0.196599787,-2.539798915,3
HCI010-X2C,HCI010,KU-55933,0.274238566,2.461819968,10,0.0390625,74.72246459,4
HCI010-X2C,HCI010,LCL161,0.593788828,0.272177378,6.484375,3.5546875,-427.4575883,6
HCI010-X2C,HCI010,LY317615,0.017400041,1.64303E+14,10,0.0390625,648.7677887,1
HCI010-X2C,HCI010,Lenalidomide,0.042517929,3.65E+22,5,0.01953125,1007.861192,1
HCI010-X2C,HCI010,MK-2206,0.184492184,14.92000161,3.275568182,0.740056818,201.9288282,2
HCI010-X2C,HCI010,NU-7441,0.261761911,0.606227167,2,0.0078125,78.47413012,3
HCI010-X2C,HCI010,NVP-BEZ235,0.478330113,0.020163043,0.204723011,0.046253551,-55.81686684,5
HCI010-X2C,HCI010,Nilotinib,0.071772537,999.1519877,2,0.0078125,212.0570043,2
HCI010-X2C,HCI010,Nutlin-3a,0.114344573,44833.49121,6.551136364,1.480113636,693.6776789,2
HCI010-X2C,HCI010,OSI-906,0.131882457,300.5775245,1.925330529,0.584435096,523.6350896,2
HCI010-X2C,HCI010,Obatoclax Mesylate,0.655432061,0.332504761,8.188920455,1.850142045,-115.3842578,6
HCI010-X2C,HCI010,Olaparib(1495) + Temozolomide(1375),0.178409578,18.2269798,10,0.0390625,110.8259441,2
HCI010-X2C,HCI010,PAC-1,0.324451455,1.350264231,7.701322115,2.337740385,-46.03935574,4
HCI010-X2C,HCI010,PD-0325901,0.034972479,3.72E-44,0.21015625,0.040820313,-5907.311209,1
HCI010-X2C,HCI010,PD-0332991,0.11518093,22.2669408,3.275568182,0.740056818,228.8461465,2
HCI010-X2C,HCI010,PD-173074,0.041596282,1.48E+29,1.637784091,0.370028409,4582.214578,1
HCI010-X2C,HCI010,PF-02341066,0.121817284,22.2669408,0.818892045,0.185014205,322.0411743,2
HCI010-X2C,HCI010,PF-4708671,0.712571634,0.081879838,8.188920455,1.850142045,-209.5948716,6
HCI010-X2C,HCI010,PF-562271,0.28567443,2.01516424,7.701322115,2.337740385,-12.45455608,4
HCI010-X2C,HCI010,PF477736,0.44947831,0.081879838,1,0.00390625,54.87065062,5
HCI010-X2C,HCI010,PLX4720,0.098041256,367.1997236,10,0.0390625,164.9811633,2
HCI010-X2C,HCI010,Paclitaxel,0.05670837,49.59568847,0.01,3.91E-05,253.4499874,2
HCI010-X2C,HCI010,RO-3306,0.16741063,14.92000161,4.094460227,0.925071023,186.9277793,2
HCI010-X2C,HCI010,SB 216763,0.052671493,2.69E+43,10,0.0390625,1861.8447,1
HCI010-X2C,HCI010,SB-505124,0.125381639,1.48E+25,6.541193182,1.843705611,4528.490308,1
HCI010-X2C,HCI010,SL 0101-1,0.147696866,2.71102E+13,10,0.0390625,616.2746571,1
HCI010-X2C,HCI010,Sorafenib,0.225106792,1.105281551,4,0.015625,76.80517398,3
HCI010-X2C,HCI010,TW 37,0.216212622,1.350264231,5,0.01953125,76.39142074,3
HCI010-X2C,HCI010,Tamoxifen,0.694205916,0.054863725,4.094460227,0.925071023,-189.9146759,6
HCI010-X2C,HCI010,Temozolomide,0.081797687,2.69E+43,19.453125,10.6640625,16241.64484,1
HCI010-X2C,HCI010,Vinblastine,0.643790883,0.000367823,0.1,0.000390625,-1.084642846,7
HCI010-X2C,HCI010,Vorinostat,0.422494503,0.904746848,10,0.0390625,56.67072484,5
HCI010-X2C,HCI010,XAV 939,0.167753534,1821.667387,5.581430288,1.17563101,471.591787,2
HCI010-X2C,HCI010,YK 4-279,0.289087027,2.461819968,7.701322115,2.337740385,4.337843755,3
HCI010-X2C,HCI010,ZM-447439,0.165092027,40.59738695,3.275568182,0.740056818,269.2221238,2
HCI010-X2C,HCI010,mirin,0.369726692,14.92000161,100,0.390625,65.69149496,4
HCI010-X2CR,HCI010,(5Z)-7-Oxozeaenol,0.332876457,1.350264231,7.701322115,2.337740385,-46.03935574,3
HCI010-X2CR,HCI010,17-AAG,0.508332799,0.054863725,1,0.00390625,47.64995472,5
HCI010-X2CR,HCI010,5-Fluorouracil,0.040693249,9.92E+28,20,0.078125,1250.02694,1
HCI010-X2CR,HCI010,681640,0.120833486,18.2269798,2,0.0078125,139.8500453,2
HCI010-X2CR,HCI010,ABT-263,0.887438981,0.001222684,2,0.0078125,-33.44665633,8
HCI010-X2CR,HCI010,AG-014699,0.146775379,6.698622458,5,0.01953125,105.2742043,2
HCI010-X2CR,HCI010,AICAR,0.488532118,134.9500763,1674.576271,6.541313559,54.58377013,5
HCI010-X2CR,HCI010,AKT inhibitor VIII,0.285901723,0.904746848,5,0.01953125,69.17072484,4
HCI010-X2CR,HCI010,AMG-706,0.026128861,2.69E+43,2,0.0078125,1890.868801,1
HCI010-X2CR,HCI010,AZ628,0.068663323,1.4861E+15,1.637784091,0.370028409,2415.37046,1
HCI010-X2CR,HCI010,AZ960,0.411877444,1.105281551,7.701322115,2.337740385,-62.83175557,4
HCI010-X2CR,HCI010,AZD2281,0.069241844,4.04599E+13,5.278409091,1.475142045,2427.115389,1
HCI010-X2CR,HCI010,AZD6482,0.232438425,7397.585254,4.094460227,0.925071023,604.1462119,2
HCI010-X2CR,HCI010,AZD7762,0.734175291,0.024632127,2,0.0078125,20.70856292,6
HCI010-X2CR,HCI010,AZD8055,0.382211269,0.272177378,1.637784091,0.370028409,-20.64684016,4
HCI010-X2CR,HCI010,Anastrozole,0.043445041,2.69E+43,8.102678571,1.936383929,6940.134982,1
HCI010-X2CR,HCI010,Axitinib,0.075234936,18.2269798,2,0.0078125,139.8500453,2
HCI010-X2CR,HCI010,BI-2536,0.663277376,0.004064334,2.057692308,0.008037861,-12.29740948,7
HCI010-X2CR,HCI010,BIBW2992,0.104730048,1.81755E+11,0.5,0.001953125,580.0400595,1
HCI010-X2CR,HCI010,BIRB 0796,0,3.72E-44,10,0.0390625,-1744.892902,1
HCI010-X2CR,HCI010,BMN-673,0.381425591,1.649546663,7.701322115,2.337740385,-29.24695591,4
HCI010-X2CR,HCI010,BMS-345541,0.178083487,3.674074636,7.701322115,2.337740385,37.92264342,3
HCI010-X2CR,HCI010,BMS-536924,0.150150929,9.997172493,3.275568182,0.740056818,175.01151,2
HCI010-X2CR,HCI010,BMS-708163,0.038077845,2.69E+43,4.094460227,0.925071023,6727.83611,1
HCI010-X2CR,HCI010,BMS-754807,0.668633802,0.182372916,8.188920455,1.850142045,-155.7602352,6
HCI010-X2CR,HCI010,BX-795,0.262202281,1.105281551,5,0.01953125,72.78107279,3
HCI010-X2CR,HCI010,Bicalutamide,0.093216616,1347975.121,7.701322115,2.337740385,1112.636233,2
HCI010-X2CR,HCI010,Bosutinib,0.109284497,2.01516424,2,0.0078125,100.1362178,2
HCI010-X2CR,HCI010,CEP-701,0.708534801,0.036761532,2,0.0078125,27.92925882,6
HCI010-X2CR,HCI010,CHIR-99021,0.212871084,3.007475736,8.188920455,1.850142045,32.66099246,3
HCI010-X2CR,HCI010,Camptothecin,0.736640018,0.001824761,0.1,0.000390625,27.79814076,6
HCI010-X2CR,HCI010,Carboplatin,0.42900196,0.904746848,10,0.0390625,56.67072484,5
HCI010-X2CR,HCI010,Cisplatin,0.599527639,0.272177378,7.318181818,0.028586648,40.63917258,5
HCI010-X2CR,HCI010,Cyclophosphamide,0.076283259,2.69E+43,6.484375,3.5546875,16424.40321,1
HCI010-X2CR,HCI010,Docetaxel,0.147181077,0.007410148,0.0125,4.88E-05,90.57057641,2
HCI010-X2CR,HCI010,EHT 1864,0.18106295,12.21301886,10,0.0390625,103.6052482,2
HCI010-X2CR,HCI010,Embelin,0.215919738,3.007475736,10,0.0390625,78.33281254,3
HCI010-X2CR,HCI010,Epirubicin,0.865631356,0.024632127,6.484375,3.5546875,-827.1064611,6
HCI010-X2CR,HCI010,Erlotinib,0.100011697,739340.25,2,0.0078125,331.1984866,1
HCI010-X2CR,HCI010,Everolimus,0.343409118,2.01516424,3.2421875,1.77734375,20.89083645,4
HCI010-X2CR,HCI010,FK866,0.767519972,4.07E-05,0.770132212,0.233774038,-726.1078289,7
HCI010-X2CR,HCI010,Fulvestrant,0.10996096,7.32E+39,0.58984375,0.4140625,26190.74599,1
HCI010-X2CR,HCI010,GDC-0449,0.121572219,367.1997236,10,0.0390625,164.9811633,2
HCI010-X2CR,HCI010,GDC0941,0.305716014,1.350264231,3.3625,0.653125,44.32169896,4
HCI010-X2CR,HCI010,GSK1120212,0.115139549,3.674074636,0.770132212,0.233774038,231.0589614,2
HCI010-X2CR,HCI010,GSK1904529A,0.160372356,33.23167554,5,0.01953125,134.1569879,2
HCI010-X2CR,HCI010,GSK2118436,0.038080919,36699.21009,7.701322115,2.337740385,810.3730356,2
HCI010-X2CR,HCI010,GSK269962A,0.492832226,0.332504761,4.094460227,0.925071023,-68.78674388,5
HCI010-X2CR,HCI010,GW 441756,0.059724978,2.69E+43,2,0.0078125,1890.868801,1
HCI010-X2CR,HCI010,GW843682X (AN-13),0.14220467,5.483270348,5,0.01953125,101.6638564,2
HCI010-X2CR,HCI010,Gefitinib,0.013036854,2.69E+43,0.5,0.001953125,1915.868801,1
HCI010-X2CR,HCI010,Gemcitibine,0.883622008,3.33E-11,10,0.0390625,-376.5710292,8
HCI010-X2CR,HCI010,INCB-18424,0.012423157,2.69E+43,7.701322115,2.337740385,8316.57576,1
HCI010-X2CR,HCI010,JNJ-26854165,0.585190082,0.406203546,10,0.0390625,42.22933304,5
HCI010-X2CR,HCI010,JNK Inhibitor VIII,0.08563421,2.69E+43,10,0.0390625,1861.8447,1
HCI010-X2CR,HCI010,JQ1,0.388019283,0.100028283,3.784801136,0.196599787,-22.84697252,3
HCI010-X2CR,HCI010,KU-55933,0.218375195,3.007475736,10,0.0390625,78.33281254,3
HCI010-X2CR,HCI010,LCL161,0.674838784,0.036761532,6.484375,3.5546875,-760.4983157,7
HCI010-X2CR,HCI010,LY317615,0.059551154,605199.4265,10,0.0390625,298.5640375,1
HCI010-X2CR,HCI010,Lenalidomide,0.018587638,2.69E+43,5,0.01953125,1874.3447,1
HCI010-X2CR,HCI010,MK-2206,0.304258616,2.461819968,3.275568182,0.740056818,80.80089617,4
HCI010-X2CR,HCI010,NU-7441,0.236306311,0.496237468,2,0.0078125,74.86378217,3
HCI010-X2CR,HCI010,NVP-BEZ235,0.403464494,0.030091772,0.204723011,0.046253551,-28.8995486,4
HCI010-X2CR,HCI010,Nilotinib,0.107185428,4.488423388,2,0.0078125,114.5776096,2
HCI010-X2CR,HCI010,Nutlin-3a,0.128785989,4057.443232,6.551136364,1.480113636,532.1737695,2
HCI010-X2CR,HCI010,OSI-906,0.144828848,164.8613974,1.925330529,0.584435096,473.2578901,2
HCI010-X2CR,HCI010,Obatoclax Mesylate,0.814967238,0.081879838,8.188920455,1.850142045,-209.5948716,6
HCI010-X2CR,HCI010,Olaparib(1495) + Temozolomide(1375),0.186711131,5.483270348,10,0.0390625,89.16385639,3
HCI010-X2CR,HCI010,PAC-1,0.32142565,1.350264231,7.701322115,2.337740385,-46.03935574,3
HCI010-X2CR,HCI010,PD-0325901,0.014080615,3.72E-44,0.21015625,0.040820313,-5907.311209,1
HCI010-X2CR,HCI010,PD-0332991,0.120580159,22.2669408,3.275568182,0.740056818,228.8461465,2
HCI010-X2CR,HCI010,PD-173074,0.06617038,11021603333,1.637784091,0.370028409,1621.309572,1
HCI010-X2CR,HCI010,PF-02341066,0.142400452,8.183354091,0.818892045,0.185014205,254.7478788,2
HCI010-X2CR,HCI010,PF-4708671,0.75862084,0.081879838,8.188920455,1.850142045,-209.5948716,6
HCI010-X2CR,HCI010,PF-562271,0.276551542,2.01516424,7.701322115,2.337740385,-12.45455608,4
HCI010-X2CR,HCI010,PF477736,0.488425801,0.067024121,1,0.00390625,51.26030267,5
HCI010-X2CR,HCI010,PLX4720,0.088472747,30040.75715,10,0.0390625,244.4088182,2
HCI010-X2CR,HCI010,Paclitaxel,0.090526355,18.2269798,0.01,3.91E-05,235.3982476,2
HCI010-X2CR,HCI010,RO-3306,0.361513357,0.904746848,4.094460227,0.925071023,-1.493448297,4
HCI010-X2CR,HCI010,SB 216763,0.036586178,2.21E+27,10,0.0390625,1193.930329,1
HCI010-X2CR,HCI010,SB-505124,0.013309156,2.69E+43,6.541193182,1.843705611,7848.449514,1
HCI010-X2CR,HCI010,SL 0101-1,0.054381937,4.0437E+15,10,0.0390625,706.5333559,1
HCI010-X2CR,HCI010,Sorafenib,0.200248699,1.105281551,4,0.015625,76.80517398,3
HCI010-X2CR,HCI010,TW 37,0.154599031,2.01516424,5,0.01953125,83.61211664,3
